Year_Country,Country,Year,co2,coal_co2,total_ghg,methane,nitrous_oxide,Population
2015_Turkey,Turkey,2015,381.332,138.651,369.1,42.51,32.93,78529413.0
2016_Turkey,Turkey,2016,401.24,151.353,395.95,44.55,35.18,79827868.0
1990_Turkmenistan,Turkmenistan,1990,31.365,1.419,80.17,32.45,3.12,3683978.0
1991_Turkmenistan,Turkmenistan,1991,32.717,1.209,70.94,30.16,2.97,3789188.0
1992_Turkmenistan,Turkmenistan,1992,31.994,1.59,56.94,26.7,2.08,3899843.0
1993_Turkmenistan,Turkmenistan,1993,27.516,0.359,54.02,24.95,2.4,4010789.0
1996_Turkmenistan,Turkmenistan,1996,30.605,0.264,57.59,25.39,2.45,4287337.0
1990_Ukraine,Ukraine,1990,705.83,263.168,874.78,191.52,42.3,51463101.0
1991_Ukraine,Ukraine,1991,632.537,222.622,829.18,185.69,39.33,51461273.0
1992_Ukraine,Ukraine,1992,589.06,245.344,739.38,174.58,35.69,51415957.0
1993_Ukraine,Ukraine,1993,510.2,235.88,650.27,165.29,31.32,51316013.0
1994_Ukraine,Ukraine,1994,419.266,185.817,555.01,156.04,28.96,51147771.0
1995_Ukraine,Ukraine,1995,389.865,174.093,524.37,144.82,26.09,50903783.0
1996_Ukraine,Ukraine,1996,351.409,146.215,460.14,138.98,22.59,50580467.0
1997_Ukraine,Ukraine,1997,340.243,154.305,435.58,132.91,22.14,50187280.0
1998_Ukraine,Ukraine,1998,328.579,123.079,407.75,126.62,19.59,49746523.0
1999_Ukraine,Ukraine,1999,298.204,123.714,404.09,127.76,18.48,49288739.0
2000_Ukraine,Ukraine,2000,285.337,122.878,385.47,118.01,18.31,48838058.0
2001_Ukraine,Ukraine,2001,303.559,131.831,408.8,113.57,18.76,48401648.0
2002_Ukraine,Ukraine,2002,295.673,136.228,417.04,113.26,19.92,47980033.0
2003_Ukraine,Ukraine,2003,307.017,132.444,442.5,117.64,18.56,47582463.0
2004_Ukraine,Ukraine,2004,310.363,135.323,407.32,106.08,18.03,47217489.0
2005_Ukraine,Ukraine,2005,313.118,135.905,388.14,98.94,17.94,46890775.0
2006_Ukraine,Ukraine,2006,332.67,154.04,395.81,95.38,18.2,46607397.0
2007_Ukraine,Ukraine,2007,336.364,161.469,405.23,94.56,19.27,46366347.0
2008_Ukraine,Ukraine,2008,325.533,154.64,391.78,89.7,20.9,46158709.0
2009_Ukraine,Ukraine,2009,277.294,136.611,331.88,81.44,18.6,45970942.0
2010_Ukraine,Ukraine,2010,294.078,145.421,348.01,80.7,19.7,45792086.0
2011_Ukraine,Ukraine,2011,307.953,153.853,386.44,85.34,22.58,45619850.0
2012_Ukraine,Ukraine,2012,303.976,158.981,377.12,80.82,22.08,45453805.0
2013_Ukraine,Ukraine,2013,297.25,160.185,360.89,75.54,23.52,45286988.0
2014_Ukraine,Ukraine,2014,257.509,138.373,331.75,72.38,23.71,45111530.0
2015_Ukraine,Ukraine,2015,223.822,119.393,282.2,67.91,23.25,44921636.0
2016_Ukraine,Ukraine,2016,234.006,126.828,283.72,64.45,23.99,44713708.0
2001_United Arab Emirates,United Arab Emirates,2001,100.591,0.07,127.13,25.77,3.93,3302722.0
2002_United Arab Emirates,United Arab Emirates,2002,83.698,0.359,131.49,27.97,4.07,3478769.0
2003_United Arab Emirates,United Arab Emirates,2003,105.619,0.421,139.19,30.16,4.16,3711931.0
2004_United Arab Emirates,United Arab Emirates,2004,111.802,0.476,147.89,32.33,4.23,4068577.0
2005_United Arab Emirates,United Arab Emirates,2005,114.478,0.55,156.55,34.59,4.33,4588222.0
2006_United Arab Emirates,United Arab Emirates,2006,121.737,1.066,162.62,35.39,4.54,5300172.0
2007_United Arab Emirates,United Arab Emirates,2007,133.264,0.513,174.01,36.2,4.76,6168846.0
2008_United Arab Emirates,United Arab Emirates,2008,153.97,1.378,199.62,37.01,5.01,7089486.0
2009_United Arab Emirates,United Arab Emirates,2009,165.5,1.041,201.82,37.94,5.23,7917368.0
2010_United Arab Emirates,United Arab Emirates,2010,180.622,2.477,208.35,38.55,5.43,8549998.0
2011_United Arab Emirates,United Arab Emirates,2011,192.991,1.674,214.47,40.71,5.68,8946778.0
2012_United Arab Emirates,United Arab Emirates,2012,201.548,5.247,226.34,42.87,5.9,9141598.0
2013_United Arab Emirates,United Arab Emirates,2013,205.39,6.72,237.45,45.12,6.2,9197908.0
2014_United Arab Emirates,United Arab Emirates,2014,201.927,7.482,239.82,47.36,6.47,9214182.0
2015_United Arab Emirates,United Arab Emirates,2015,216.583,6.504,252.65,49.54,6.77,9262896.0
2016_United Arab Emirates,United Arab Emirates,2016,214.667,6.98,259.22,50.68,6.89,9360975.0
1990_United Kingdom,United Kingdom,1990,600.344,252.443,758.03,137.65,58.98,57134377.0
1991_United Kingdom,United Kingdom,1991,608.431,253.409,771.71,138.3,58.04,57290792.0
1992_United Kingdom,United Kingdom,1992,592.884,237.511,748.77,138.03,52.77,57446041.0
1993_United Kingdom,United Kingdom,1993,578.635,207.437,731.62,136.42,48.88,57602279.0
1994_United Kingdom,United Kingdom,1994,574.641,195.119,721.58,129.57,49.75,57763382.0
1995_United Kingdom,United Kingdom,1995,566.568,181.41,711.79,130.84,48.3,57932450.0
1996_United Kingdom,United Kingdom,1996,588.188,172.798,732.89,129.61,48.99,58113554.0
1997_United Kingdom,United Kingdom,1997,562.333,154.497,710.09,126.94,48.38,58307320.0
1998_United Kingdom,United Kingdom,1998,567.6,153.845,705.98,123.39,48.13,58509972.0
1999_United Kingdom,United Kingdom,1999,561.109,138.057,679.23,117.69,38.2,58715859.0
2000_United Kingdom,United Kingdom,2000,567.585,144.183,679.53,112.24,37.19,58923305.0
2001_United Kingdom,United Kingdom,2001,576.314,153.357,687.32,106.56,35.69,59124277.0
2002_United Kingdom,United Kingdom,2002,560.066,141.54,668.26,103.85,33.21,59326294.0
2003_United Kingdom,United Kingdom,2003,571.472,152.886,677.15,98.89,33.09,59561429.0
2004_United Kingdom,United Kingdom,2004,572.904,147.311,670.8,93.91,33.51,59872760.0
2005_United Kingdom,United Kingdom,2005,569.962,147.747,664.4,89.38,32.3,60287953.0
2006_United Kingdom,United Kingdom,2006,567.572,160.622,661.66,84.92,31.53,60821349.0
2007_United Kingdom,United Kingdom,2007,559.236,150.612,645.62,80.69,31.4,61455154.0
2008_United Kingdom,United Kingdom,2008,544.498,139.044,624.23,74.96,30.66,62145098.0
2009_United Kingdom,United Kingdom,2009,493.895,113.713,568.84,70.15,28.92,62828620.0
2010_United Kingdom,United Kingdom,2010,511.632,117.874,581.78,65.34,29.07,63459801.0
2011_United Kingdom,United Kingdom,2011,469.454,117.028,538.11,62.44,27.93,64021922.0
2012_United Kingdom,United Kingdom,2012,487.517,147.925,559.76,60.91,27.9,64525300.0
2013_United Kingdom,United Kingdom,2013,477.387,142.362,541.18,56.18,28.12,64984015.0
2014_United Kingdom,United Kingdom,2014,438.541,115.344,500.98,53.52,28.51,65423048.0
2015_United Kingdom,United Kingdom,2015,422.34,91.469,484.63,52.08,28.54,65860149.0
2016_United Kingdom,United Kingdom,2016,399.337,47.756,461.54,52.27,28.4,66297944.0
1990_United States,United States,1990,5113.455,1841.986,5669.59,798.61,254.99,252120309.0
1991_United States,United States,1991,5057.931,1827.639,5627.95,801.89,256.2,254539371.0
1992_United States,United States,1992,5167.481,1850.697,5709.17,800.73,261.95,256990608.0
1993_United States,United States,1993,5267.343,1908.247,5819.34,783.55,269.35,259532130.0
1994_United States,United States,1994,5358.824,1920.743,5906.32,790.58,273.36,262241204.0
1995_United States,United States,1995,5421.502,1942.302,5970.68,777.91,278.99,265163740.0
1996_United States,United States,1996,5610.582,2024.058,6069.3,754.68,282.97,268335007.0
1997_United States,United States,1997,5686.465,2067.227,6302.58,734.6,275.64,271713634.0
1998_United States,United States,1998,5731.05,2094.976,6345.67,717.39,272.74,275175309.0
1999_United States,United States,1999,5804.669,2100.317,6365.6,708.26,268.4,278548148.0
2000_United States,United States,2000,6010.508,2179.839,6495.12,693.11,263.79,281710914.0
2001_United States,United States,2001,5904.882,2115.059,6439.61,693.96,258.96,284607992.0
2002_United States,United States,2002,5946.771,2119.322,6321.65,692.33,260.45,287279312.0
2003_United States,United States,2003,6011.837,2158.577,6353.16,685.6,264.54,289815567.0
2004_United States,United States,2004,6114.007,2190.331,6500.27,695.48,264.35,292354663.0
2005_United States,United States,2005,6134.521,2214.838,6477.6,684.7,262.64,294993509.0
2006_United States,United States,2006,6051.668,2183.112,6388.86,685.94,265.3,297758977.0
2007_United States,United States,2007,6131.004,2208.712,6601.13,708.39,273.08,300608425.0
2008_United States,United States,2008,5914.078,2174.329,6267.35,684.28,252.55,303486022.0
2009_United States,United States,2009,5478.21,1905.943,5865.86,679.85,246.01,306307565.0
2010_United States,United States,2010,5675.786,2013.304,6111.81,679.25,250.84,309011469.0
2011_United States,United States,2011,5540.173,1903.555,6235.85,670.49,261.57,311584051.0
2012_United States,United States,2012,5338.698,1684.037,5936.09,648.75,251.8,314043885.0
2013_United States,United States,2013,5474.257,1740.833,6056.31,643.66,251.19,316400539.0
2014_United States,United States,2014,5522.807,1734.526,6097.75,650.62,251.37,318673422.0
2015_United States,United States,2015,5371.771,1504.946,5966.46,648.55,249.24,320878312.0
2016_United States,United States,2016,5248.024,1379.744,5833.49,629.38,251.7,323015992.0
1990_Uruguay,Uruguay,1990,3.967,0.004,3.23,18.25,6.66,3109598.0
1991_Uruguay,Uruguay,1991,4.528,0.004,4.82,19.09,6.91,3131657.0
1992_Uruguay,Uruguay,1992,5.143,0.004,6.43,20.06,7.15,3154459.0
1996_Uruguay,Uruguay,1996,5.405,0.004,8.35,21.09,7.33,3247383.0
1997_Uruguay,Uruguay,1997,5.514,0.004,8.06,20.8,7.16,3270158.0
1998_Uruguay,Uruguay,1998,5.639,0.004,7.55,20.33,6.96,3291053.0
1999_Uruguay,Uruguay,1999,6.682,0.004,8.62,20.49,6.79,3308005.0
2000_Uruguay,Uruguay,2000,5.268,0.004,6.72,20.12,6.58,3319734.0
2001_Uruguay,Uruguay,2001,5.03,0.004,18.04,20.1,6.71,3325471.0
2002_Uruguay,Uruguay,2002,4.558,0.004,18.37,20.84,6.7,3326046.0
2003_Uruguay,Uruguay,2003,4.527,0.004,19.34,21.36,7.11,3323661.0
2004_Uruguay,Uruguay,2004,5.565,0.004,21.22,21.96,7.47,3321486.0
2005_Uruguay,Uruguay,2005,5.727,0.004,21.57,22.17,7.51,3321799.0
2006_Uruguay,Uruguay,2006,6.597,0.007,18.08,22.86,7.92,3325403.0
2007_Uruguay,Uruguay,2007,5.948,0.011,17.01,22.39,7.79,3331753.0
2008_Uruguay,Uruguay,2008,8.202,0.004,19.64,22.9,7.95,3340221.0
2009_Uruguay,Uruguay,2009,7.947,0.004,19.42,22.49,7.94,3349676.0
2010_Uruguay,Uruguay,2010,6.298,0.004,16.69,21.42,7.83,3359273.0
2011_Uruguay,Uruguay,2011,7.653,0.004,27.13,21.71,7.83,3368926.0
2012_Uruguay,Uruguay,2012,8.592,0.007,27.84,21.12,8.14,3378975.0
2013_Uruguay,Uruguay,2013,7.492,0.011,27.01,21.25,8.21,3389436.0
2014_Uruguay,Uruguay,2014,6.684,0.004,26.47,21.58,8.09,3400439.0
2015_Uruguay,Uruguay,2015,6.725,0.004,26.26,21.59,7.73,3412013.0
2016_Uruguay,Uruguay,2016,6.52,0.004,26.58,21.71,7.97,3424139.0
1990_Uzbekistan,Uzbekistan,1990,103.516,7.037,193.42,70.25,10.64,20398347.0
1991_Uzbekistan,Uzbekistan,1991,102.921,6.272,199.13,72.15,10.64,20884862.0
1992_Uzbekistan,Uzbekistan,1992,110.984,9.692,189.45,68.91,9.11,21375114.0
1993_Uzbekistan,Uzbekistan,1993,115.617,7.387,221.56,100.95,8.29,21861974.0
1994_Uzbekistan,Uzbekistan,1994,107.98,7.478,199.5,85.42,7.82,22336202.0
1995_Uzbekistan,Uzbekistan,1995,102.664,4.21,189.44,87.44,7.94,22791033.0
1996_Uzbekistan,Uzbekistan,1996,105.546,4.723,191.82,89.5,7.35,23225303.0
1997_Uzbekistan,Uzbekistan,1997,106.63,3.884,186.31,80.05,9.9,23640487.0
1998_Uzbekistan,Uzbekistan,1998,118.499,4.056,197.91,75.79,9.84,24036017.0
1999_Uzbekistan,Uzbekistan,1999,121.739,4.027,204.65,81.65,9.58,24412051.0
2000_Uzbekistan,Uzbekistan,2000,120.994,4.917,217.74,94.68,9.55,24769955.0
2001_Uzbekistan,Uzbekistan,2001,122.586,5.049,222.42,98.1,9.33,25108554.0
2002_Uzbekistan,Uzbekistan,2002,127.518,5.042,227.79,99.12,9.41,25431116.0
2003_Uzbekistan,Uzbekistan,2003,125.936,3.877,225.15,100.97,9.57,25749109.0
2004_Uzbekistan,Uzbekistan,2004,125.118,4.584,222.07,100.46,9.39,26077614.0
2005_Uzbekistan,Uzbekistan,2005,116.576,4.426,220.97,103.42,10.04,26427785.0
2006_Uzbekistan,Uzbekistan,2006,119.365,4.752,240.32,118.63,10.48,26804067.0
2007_Uzbekistan,Uzbekistan,2007,119.113,5.034,242.51,119.71,10.91,27204711.0
2008_Uzbekistan,Uzbekistan,2008,123.039,4.924,246.33,122.72,11.47,27626981.0
2009_Uzbekistan,Uzbekistan,2009,106.252,5.305,220.04,105.53,12.21,28065469.0
2010_Uzbekistan,Uzbekistan,2010,103.336,5.152,215.04,102.07,12.78,28515908.0
2011_Uzbekistan,Uzbekistan,2011,112.705,5.415,210.09,102.99,13.34,28977006.0
2012_Uzbekistan,Uzbekistan,2012,114.891,5.47,213.65,104.44,13.62,29449415.0
2013_Uzbekistan,Uzbekistan,2013,109.473,8.013,203.07,104.51,14.27,29932630.0
2014_Uzbekistan,Uzbekistan,2014,104.953,7.43,205.67,104.86,14.76,30426394.0
2015_Uzbekistan,Uzbekistan,2015,101.412,5.991,196.91,105.14,15.12,30929556.0
2016_Uzbekistan,Uzbekistan,2016,108.169,7.094,194.67,105.69,15.58,31441753.0
1990_Venezuela,Venezuela,1990,121.823,1.216,303.15,64.12,11.07,19632665.0
1991_Venezuela,Venezuela,1991,115.052,1.139,304.97,66.76,11.31,20096314.0
1992_Venezuela,Venezuela,1992,105.577,1.231,308.98,68.87,11.21,20557694.0
1993_Venezuela,Venezuela,1993,123.966,1.004,315.26,70.41,10.99,21016900.0
1994_Venezuela,Venezuela,1994,129.531,0.762,318.02,73.11,11.22,21474553.0
1995_Venezuela,Venezuela,1995,132.876,0.018,326.54,75.25,11.36,21931087.0
1996_Venezuela,Venezuela,1996,122.338,0.059,331.0,73.67,10.67,22385650.0
1997_Venezuela,Venezuela,1997,133.483,0.125,337.57,75.41,10.79,22837743.0
1998_Venezuela,Venezuela,1998,166.804,3.517,339.2,78.96,11.45,23288567.0
1999_Venezuela,Venezuela,1999,172.563,0.132,325.6,78.96,10.81,23739835.0
2000_Venezuela,Venezuela,2000,151.87,0.476,336.29,81.02,11.67,24192449.0
2001_Venezuela,Venezuela,2001,171.975,0.176,370.46,85.91,12.85,24646471.0
2002_Venezuela,Venezuela,2002,192.747,0.066,342.08,77.6,11.91,25100407.0
2003_Venezuela,Venezuela,2003,191.458,0.158,363.15,84.22,13.98,25551624.0
2005_Venezuela,Venezuela,2005,163.823,0.136,366.87,76.78,13.32,26432445.0
2006_Venezuela,Venezuela,2006,160.16,0.649,249.27,78.03,13.22,26850190.0
2007_Venezuela,Venezuela,2007,149.924,0.403,259.24,79.89,14.07,27247601.0
2008_Venezuela,Venezuela,2008,168.69,0.513,282.55,76.91,14.15,27635827.0
2009_Venezuela,Venezuela,2009,169.573,0.861,278.24,75.44,13.84,28031010.0
2010_Venezuela,Venezuela,2010,184.084,0.755,307.75,78.53,14.04,28439942.0
